#Source : http://linkdata.org/work/rdf1s877i
type,Jurisdiction,Charge,phone,email,address,lat,lng,update
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字十三塚３４０,39.278847,140.432612,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字十三塚２９９,39.277817,140.433245,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字回館３３−１,39.278368,140.434415,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字回館１２,39.278995,140.435468,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字十三塚３６２,39.277109,140.43689,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字東槻１４２,39.275356,140.43769,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字東槻２３,39.27451,140.438642,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字東槻２１,39.274073,140.438675,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字東槻１１,39.274363,140.440348,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字東槻２１４−３,39.276745,140.44468,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字東里１７９−１,39.276711,140.445487,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字東里２４,39.276574,140.446533,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字水里１３,39.27603,140.447936,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字水里５,39.275151,140.446669,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字釘貫１５６−１,39.274733,140.446174,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字釘貫１６２,39.273821,140.445576,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字釘貫１２９−１,39.273234,140.444976,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字水尻３７,39.275755,140.448669,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字水尻１９,39.275488,140.449346,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字相川野１７−４,39.27516,140.450698,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字相川野４３−２,39.27375,140.452026,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字東里１５８−１,39.276866,140.447738,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字東里１６０,39.277022,140.44709,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字東里１７３−２,39.276463,140.448632,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字東里１５７,39.277624,140.448971,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字薬師前５５,39.276445,140.450376,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字東里東１２２−３,39.278369,140.449178,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字東里西３２５−６,39.279511,140.449507,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字松木９３−４,39.280425,140.449826,2013.9.18
syoukasen,雄物川分署,里見谷地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町東里字東里北１６−１,39.281785,140.448553,2013.9.18
syoukasen,雄物川分署,福地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町今宿字末館８３,39.279662,140.399433,2013.9.18
syoukasen,雄物川分署,福地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町今宿字末館３０−２,39.281764,140.400852,2013.9.18
syoukasen,雄物川分署,福地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町今宿字末館４４,39.282263,140.402792,2013.9.18
syoukasen,雄物川分署,福地地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町南形字東谷地８−１,39.274885,140.419201,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市横手市雄物川町薄井字上船沼１０９,39.3183666,140.5500701,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字西船沼３９,39.314419,140.4293,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字薄井３７−１,39.321316,140.437706,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字薄井２１３−１,39.32303,140.437888,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字薄井１６３,39.323217,140.43612,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字薄井９３,39.324458,140.43709,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字中鳥屋場３５−１,39.325674,140.432816,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字薄井１４０−２,39.323985,140.43874,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字薄井１０２−１,39.32399,140.440257,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字薄井７,39.322981,140.440458,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字薄井１５−１,39.32392,140.441294,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字小出１４０−１,39.324541,140.443794,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字小出２１４−４,39.324765,140.445054,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字下小出７０,39.325631,140.445258,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字新城８０−２,39.32717,140.445505,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字下宮田１２５,39.325131,140.448578,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字下宮田１２４,39.325762,140.448507,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字下開１８８,39.329847,140.432946,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字下開１０７,39.328096,140.432533,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字下開３２２,39.327198,140.436751,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字下開３４８,39.328448,140.436938,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字下開３６５,39.331125,140.437234,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字下開４４−３,39.330951,140.439418,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字下開１４６−１１,39.327501,140.435597,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字抱合１０３−１,39.327746,140.438397,2013.9.18
syoukasen,雄物川分署,館合地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町薄井字西手取７２,39.322247,140.42725,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字根羽子沢５２−４８,39.275724,140.395371,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字清水出４６,39.274739,140.392042,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字大沢５−３,39.274111,140.392761,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字大沢２３５−１５,39.275331,140.389715,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字大沢２２８−１,39.274285,140.38965,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字大沢２２１,39.274192,140.389068,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字大沢２１７,39.274773,140.387812,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字大沢２０７,39.273957,140.387762,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字大沢２００,39.273752,140.386532,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字大沢１７５−２,39.27364,140.386002,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字大沢１６２,39.273418,140.384788,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字大沢１６８,39.274057,140.384686,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字大沢８３,39.272941,140.384412,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字大沢１４５,39.273252,140.383818,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字大沢１３４,39.273192,140.382685,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字大沢１２６,39.273287,140.381803,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字新道２４,39.272005,140.379744,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字岩瀬３１−１,39.279294,140.383333,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字岩瀬１０,39.279741,140.383445,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字岩瀬６４,39.280541,140.38345,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字北野５６,39.28441,140.386796,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字場生ノ目１４２,39.28398,140.383992,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字上法寺１２０,39.285225,140.381712,2013.9.18
syoukasen,雄物川分署,大沢地区,0182-22-2119,shoubou-omonogawa@city.yokote.lg.jp,横手市雄物川町大沢字長持３１,39.28777,140.3823,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字持向１９２,39.355224,140.435156,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字高口下水戸堤１,39.348533,140.430873,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字高口下水戸堤１,39.348533,140.430873,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字西中島２,39.344753,140.433129,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字大森２６,39.345359,140.430597,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字大森５２,39.344987,140.42921,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字大森２２８,39.34505,140.427123,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字町廻１０６,39.346473,140.426613,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字町廻１７６−３,39.345468,140.42376,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字西野地内,39.345512,140.421319,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字菅生田２４５−１１２,39.347383,140.417934,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字菅生田２４５−１２０,39.34866,140.417767,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字菅生田２４５−１３０,39.349512,140.417873,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字菅生田２４５−１４５,39.350354,140.417733,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字菅生田２４５−６８,39.347171,140.416392,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字菅生田２１３−２,39.34611,140.414219,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字大森３０,39.343063,140.428153,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字大森１１５,39.342327,140.427606,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字大森１３５,39.341635,140.427103,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字峠町頭９４−３,39.339226,140.426346,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字町田１５３−１,39.33896,140.422206,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字町田１５７−１１,39.337938,140.423035,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字本郷１２,39.336172,140.427553,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字本郷４２,39.335369,140.427636,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字本郷６３−１,39.335656,140.428265,2013.9.18
syoukasen,大森大雄分署,大森地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町字本郷７５,39.336565,140.429084,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町十日町字剱花２０−２,39.351341,140.444317,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町十日町字,39.352666,140.444404,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町十日町字剱花６８,39.354834,140.444064,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町十日町字苗代下８,39.356617,140.444504,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町十日町字女郎出３７,39.358084,140.446008,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町十日町字女郎出８２,39.359103,140.445991,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町十日町字女郎出６９,39.358134,140.447828,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町十日町字藤田３７,39.357569,140.449326,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町十日町字西二ツ森４９,39.361508,140.442705,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町十日町字西二ツ森,39.36266,140.443872,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字東神成１６６−１,39.369435,140.445373,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字西神成１０７−１,39.372156,140.445813,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字南神成４９,39.368766,140.447981,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町十日町字神成４４,39.368975,140.450241,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町十日町字神成,39.369868,140.448078,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字砂間内６８−２,39.37466,140.446348,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字砂間内３２,39.372874,140.442715,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字南越前林,39.37544,140.448561,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字南越前林１１１−２,39.375866,140.450201,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字新町１１,39.37523,140.452776,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字南越前林２０,39.376324,140.44975,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字南越前林２６,39.377098,140.449968,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字南越前林８,39.376474,140.447838,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字北越前林１８３,39.376044,140.446861,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字袴形４５,39.375511,140.444818,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字袴形１２６,39.375899,140.443431,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字袴形１１２,39.377242,140.44486,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字袴形５７,39.378144,140.445418,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字影取１１０,39.381877,140.446057,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字影取２０２−１１,39.383146,140.445413,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町袴形字東小出８１,39.382849,140.448964,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町板井田字境田,39.386923,140.44188,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町板井田字五庵昼館,39.38773,140.445192,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町板井田字南松田３３,39.387465,140.451021,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町板井田字北松田４,39.387774,140.451952,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町板井田字南松田１４,39.387665,140.453119,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町板井田字南松田２,39.386368,140.453129,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町板井田字南松田１１,39.387723,140.454438,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町板井田字タモノ木６６−７,39.391864,140.445175,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町板井田字西百目木３５−２,39.3935,140.443076,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町板井田字西百目木５９,39.394384,140.445204,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町板井田字東山崎２１,39.394829,140.445781,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町板井田字中山崎３８,39.397476,140.445263,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町板井田字東百目木６,39.395409,140.447339,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町板井田字作野７３,39.402086,140.448605,2013.9.18
syoukasen,大森大雄分署,川西地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町板井田字下田３１−２２,39.4066,2013.9.1848,140.445613
syoukasen,大森大雄分署,八沢木地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町上溝字昼川５−３,,2013.9.1839.345917,140.412798
syoukasen,大森大雄分署,八沢木地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手市大森町上溝,2013.9.18字昼川８４−１,39.346241,140.410497
syoukasen,大森大雄分署,八沢木地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.lg.jp,横手,2013.9.18市大森町上溝字白山下６１−１,39.347651,140.407556
syoukasen,大森大雄分署,八沢木地区,0182-26-2121,shoubou-oomoritaiyuu@city.yokote.,2013.9.18lg.jp,横手市大森町上溝字小詰沢８８,39.350017,140.403532
